HaploidChromosomeNum = 10
RandomSeed = 0.2
Pop1AvgAlleleFreq = 1
Pop1AvgAlleleFreqStdev = 0
Pop2AvgAlleleFreq = 1
Pop2AvgAlleleFreqStdev = 0
:chr 1	len = 2.5e+07	centromere = 2.5e+07

Num	Position Percentage	Position Abs.	Freq. Pop 1	Freq. Pop 2
53	0.0593403	1.48351e+06	1	0
54	0.0614699	1.53675e+06	1	0
55	0.0619245	1.54811e+06	1	0
56	0.0626043	1.56511e+06	1	0
57	0.0633957	1.58489e+06	1	0
58	0.064336	1.6084e+06	1	0
59	0.0656012	1.64003e+06	1	0
60	0.0657578	1.64394e+06	1	0
61	0.0659735	1.64934e+06	1	0
62	0.0662646	1.65662e+06	1	0
63	0.0668287	1.67072e+06	1	0
64	0.0673796	1.68449e+06	1	0
65	0.0674834	1.68708e+06	1	0
66	0.06753	1.68825e+06	1	0
67	0.0676139	1.69035e+06	1	0
68	0.0677324	1.69331e+06	1	0
69	0.0683776	1.70944e+06	1	0
70	0.069895	1.74738e+06	1	0
71	0.070121	1.75303e+06	1	0
72	0.0708805	1.77201e+06	1	0
73	0.0711399	1.7785e+06	1	0
74	0.0735971	1.83993e+06	1	0
75	0.074157	1.85392e+06	1	0
76	0.0747813	1.86953e+06	1	0
77	0.0780351	1.95088e+06	1	0
78	0.0788516	1.97129e+06	1	0
79	0.0790377	1.97594e+06	1	0
80	0.0794442	1.9861e+06	1	0
81	0.0806199	2.0155e+06	1	0
82	0.081859	2.04647e+06	1	0
83	0.0851151	2.12788e+06	1	0
84	0.0871122	2.1778e+06	1	0
85	0.0892064	2.23016e+06	1	0
86	0.0894329	2.23582e+06	1	0
87	0.0923141	2.30785e+06	1	0
88	0.0937873	2.34468e+06	1	0
89	0.0939163	2.34791e+06	1	0
90	0.0989126	2.47282e+06	1	0
91	0.099316	2.4829e+06	1	0
92	0.0997017	2.49254e+06	1	0
93	0.0999379	2.49845e+06	1	0
94	0.100299	2.50748e+06	1	0
95	0.101829	2.54573e+06	1	0
96	0.10237	2.55925e+06	1	0
97	0.103824	2.5956e+06	1	0
98	0.106523	2.66309e+06	1	0
99	0.108895	2.72238e+06	1	0
100	0.109066	2.72665e+06	1	0
101	0.109906	2.74765e+06	1	0
102	0.111794	2.79484e+06	1	0
103	0.111844	2.7961e+06	1	0
104	0.112082	2.80205e+06	1	0
105	0.117386	2.93465e+06	1	0
106	0.119011	2.97529e+06	1	0
107	0.120144	3.00361e+06	1	0
108	0.122741	3.06853e+06	1	0
109	0.122941	3.07353e+06	1	0
110	0.127462	3.18654e+06	1	0
111	0.12752	3.18801e+06	1	0
112	0.130123	3.25307e+06	1	0
113	0.13019	3.25475e+06	1	0
114	0.131017	3.27541e+06	1	0
115	0.13154	3.28851e+06	1	0
116	0.131568	3.2892e+06	1	0
117	0.132016	3.30039e+06	1	0
118	0.133257	3.33144e+06	1	0
119	0.133629	3.34072e+06	1	0
120	0.133799	3.34497e+06	1	0
121	0.134126	3.35315e+06	1	0
122	0.135029	3.37572e+06	1	0
123	0.135325	3.38312e+06	1	0
124	0.13589	3.39726e+06	1	0
125	0.139014	3.47535e+06	1	0
126	0.140644	3.5161e+06	1	0
127	0.145202	3.63006e+06	1	0
128	0.146113	3.65283e+06	1	0
129	0.147263	3.68158e+06	1	0
130	0.149255	3.73139e+06	1	0
131	0.149588	3.73969e+06	1	0
132	0.149627	3.74067e+06	1	0
133	0.15046	3.76151e+06	1	0
134	0.15082	3.7705e+06	1	0
135	0.154199	3.85499e+06	1	0
136	0.155947	3.89868e+06	1	0
137	0.156029	3.90073e+06	1	0
138	0.156792	3.9198e+06	1	0
139	0.158168	3.95421e+06	1	0
140	0.158481	3.96203e+06	1	0
141	0.159013	3.97532e+06	1	0
142	0.159197	3.97994e+06	1	0
143	0.159652	3.9913e+06	1	0
144	0.160817	4.02044e+06	1	0
145	0.163365	4.08412e+06	1	0
146	0.163555	4.08886e+06	1	0
147	0.164752	4.11881e+06	1	0
148	0.165594	4.13984e+06	1	0
149	0.167871	4.19678e+06	1	0
150	0.168714	4.21786e+06	1	0
151	0.169271	4.23178e+06	1	0
152	0.169728	4.24321e+06	1	0
153	0.170256	4.2564e+06	1	0
154	0.170727	4.26816e+06	1	0
155	0.170785	4.26962e+06	1	0
156	0.171243	4.28109e+06	1	0
157	0.173527	4.33817e+06	1	0
158	0.173857	4.34644e+06	1	0
159	0.173922	4.34806e+06	1	0
160	0.17587	4.39675e+06	1	0
161	0.175943	4.39858e+06	1	0
162	0.177266	4.43164e+06	1	0
163	0.179966	4.49916e+06	1	0
164	0.180309	4.50772e+06	1	0
165	0.180694	4.51735e+06	1	0
166	0.18121	4.53025e+06	1	0
167	0.182144	4.5536e+06	1	0
168	0.18296	4.574e+06	1	0
169	0.184135	4.60337e+06	1	0
170	0.185493	4.63733e+06	1	0
171	0.186303	4.65757e+06	1	0
172	0.187092	4.67731e+06	1	0
173	0.187256	4.6814e+06	1	0
174	0.187337	4.68343e+06	1	0
175	0.187429	4.68573e+06	1	0
176	0.187438	4.68596e+06	1	0
177	0.187984	4.6996e+06	1	0
178	0.188581	4.71452e+06	1	0
179	0.191175	4.77937e+06	1	0
180	0.193172	4.8293e+06	1	0
181	0.19357	4.83925e+06	1	0
182	0.194691	4.86726e+06	1	0
183	0.197444	4.9361e+06	1	0
184	0.197463	4.93658e+06	1	0
185	0.198298	4.95746e+06	1	0
186	0.200137	5.00343e+06	1	0
187	0.203551	5.08878e+06	1	0
188	0.205181	5.12952e+06	1	0
189	0.205308	5.13271e+06	1	0
190	0.210304	5.2576e+06	1	0
191	0.210759	5.26898e+06	1	0
192	0.21188	5.29701e+06	1	0
193	0.212833	5.32083e+06	1	0
194	0.214736	5.3684e+06	1	0
195	0.215562	5.38905e+06	1	0
196	0.215618	5.39044e+06	1	0
197	0.215826	5.39566e+06	1	0
198	0.215978	5.39945e+06	1	0
199	0.217877	5.44693e+06	1	0
200	0.21792	5.44801e+06	1	0
201	0.218181	5.45453e+06	1	0
202	0.218389	5.45972e+06	1	0
203	0.21908	5.477e+06	1	0
204	0.21926	5.48149e+06	1	0
205	0.220242	5.50606e+06	1	0
206	0.220337	5.50843e+06	1	0
207	0.220894	5.52236e+06	1	0
208	0.2219	5.5475e+06	1	0
209	0.221952	5.54879e+06	1	0
210	0.222099	5.55247e+06	1	0
211	0.223608	5.5902e+06	1	0
212	0.224051	5.60129e+06	1	0
213	0.22434	5.6085e+06	1	0
214	0.224841	5.62103e+06	1	0
215	0.225435	5.63589e+06	1	0
216	0.22585	5.64625e+06	1	0
217	0.226199	5.65497e+06	1	0
218	0.22761	5.69025e+06	1	0
219	0.227822	5.69554e+06	1	0
220	0.230266	5.75664e+06	1	0
221	0.230462	5.76155e+06	1	0
222	0.230775	5.76939e+06	1	0
223	0.231668	5.7917e+06	1	0
224	0.232353	5.80881e+06	1	0
225	0.23396	5.849e+06	1	0
226	0.234389	5.85972e+06	1	0
227	0.234473	5.86183e+06	1	0
228	0.234799	5.86998e+06	1	0
229	0.244571	6.11428e+06	1	0
230	0.24536	6.134e+06	1	0
231	0.245396	6.1349e+06	1	0
232	0.24706	6.1765e+06	1	0
233	0.248654	6.21634e+06	1	0
234	0.25504	6.376e+06	1	0
235	0.256196	6.40489e+06	1	0
236	0.25699	6.42474e+06	1	0
237	0.259252	6.48131e+06	1	0
238	0.262169	6.55424e+06	1	0
239	0.262319	6.55799e+06	1	0
240	0.26241	6.56025e+06	1	0
241	0.262555	6.56387e+06	1	0
242	0.263184	6.5796e+06	1	0
243	0.263261	6.58152e+06	1	0
244	0.263554	6.58884e+06	1	0
245	0.268226	6.70566e+06	1	0
246	0.269109	6.72772e+06	1	0
247	0.270568	6.76421e+06	1	0
248	0.272318	6.80795e+06	1	0
249	0.27258	6.81451e+06	1	0
250	0.272984	6.8246e+06	1	0
251	0.273837	6.84593e+06	1	0
252	0.27412	6.85301e+06	1	0
253	0.277458	6.93645e+06	1	0
254	0.277575	6.93938e+06	1	0
255	0.279415	6.98537e+06	1	0
256	0.280851	7.02128e+06	1	0
257	0.282289	7.05722e+06	1	0
258	0.283534	7.08834e+06	1	0
259	0.283544	7.0886e+06	1	0
260	0.286386	7.15965e+06	1	0
261	0.286869	7.17172e+06	1	0
262	0.287108	7.17769e+06	1	0
263	0.287959	7.19896e+06	1	0
264	0.289648	7.2412e+06	1	0
265	0.290053	7.25131e+06	1	0
266	0.290165	7.25412e+06	1	0
267	0.291146	7.27865e+06	1	0
268	0.293542	7.33855e+06	1	0
269	0.294739	7.36847e+06	1	0
270	0.295019	7.37547e+06	1	0
271	0.296394	7.40986e+06	1	0
272	0.297758	7.44395e+06	1	0
273	0.298431	7.46078e+06	1	0
274	0.298535	7.46339e+06	1	0
275	0.299932	7.49829e+06	1	0
276	0.301184	7.52961e+06	1	0
277	0.301328	7.53321e+06	1	0
278	0.301486	7.53716e+06	1	0
279	0.302168	7.5542e+06	1	0
280	0.304417	7.61041e+06	1	0
281	0.304901	7.62254e+06	1	0
282	0.307892	7.6973e+06	1	0
283	0.309883	7.74709e+06	1	0
284	0.310936	7.7734e+06	1	0
285	0.311083	7.77707e+06	1	0
286	0.311251	7.78128e+06	1	0
287	0.311337	7.78344e+06	1	0
288	0.312338	7.80845e+06	1	0
289	0.312416	7.81041e+06	1	0
290	0.312432	7.81081e+06	1	0
291	0.31255	7.81376e+06	1	0
292	0.313502	7.83754e+06	1	0
293	0.314116	7.8529e+06	1	0
294	0.315392	7.88481e+06	1	0
295	0.315463	7.88658e+06	1	0
296	0.316072	7.9018e+06	1	0
297	0.316446	7.91115e+06	1	0
298	0.316641	7.91602e+06	1	0
299	0.317272	7.93181e+06	1	0
300	0.317415	7.93539e+06	1	0
301	0.32087	8.02175e+06	1	0
302	0.321728	8.04321e+06	1	0
303	0.323206	8.08016e+06	1	0
304	0.323332	8.08329e+06	1	0
305	0.323627	8.09068e+06	1	0
306	0.324151	8.10378e+06	1	0
307	0.324969	8.12422e+06	1	0
308	0.325034	8.12586e+06	1	0
309	0.325428	8.13569e+06	1	0
310	0.326436	8.1609e+06	1	0
311	0.328281	8.20704e+06	1	0
312	0.328454	8.21135e+06	1	0
313	0.32961	8.24026e+06	1	0
314	0.331682	8.29204e+06	1	0
315	0.332951	8.32377e+06	1	0
316	0.333086	8.32715e+06	1	0
317	0.33416	8.354e+06	1	0
318	0.334262	8.35654e+06	1	0
319	0.334425	8.36063e+06	1	0
320	0.334987	8.37467e+06	1	0
321	0.335352	8.3838e+06	1	0
322	0.336045	8.40112e+06	1	0
323	0.336093	8.40232e+06	1	0
324	0.337651	8.44127e+06	1	0
325	0.338148	8.45371e+06	1	0
326	0.338432	8.46081e+06	1	0
327	0.338512	8.4628e+06	1	0
328	0.339181	8.47954e+06	1	0
329	0.339394	8.48485e+06	1	0
330	0.339852	8.49629e+06	1	0
331	0.340739	8.51848e+06	1	0
332	0.340987	8.52467e+06	1	0
333	0.342808	8.57021e+06	1	0
334	0.343334	8.58335e+06	1	0
335	0.344914	8.62284e+06	1	0
336	0.345472	8.63679e+06	1	0
337	0.346683	8.66707e+06	1	0
338	0.347346	8.68365e+06	1	0
339	0.347829	8.69573e+06	1	0
340	0.347929	8.69822e+06	1	0
341	0.348156	8.70391e+06	1	0
342	0.348171	8.70428e+06	1	0
343	0.348292	8.70731e+06	1	0
344	0.348801	8.72002e+06	1	0
345	0.350398	8.75995e+06	1	0
346	0.351929	8.79823e+06	1	0
347	0.353105	8.82762e+06	1	0
348	0.353375	8.83437e+06	1	0
349	0.353757	8.84393e+06	1	0
350	0.355556	8.88889e+06	1	0
351	0.356213	8.90532e+06	1	0
352	0.356904	8.92261e+06	1	0
353	0.3591	8.97751e+06	1	0
354	0.359345	8.98363e+06	1	0
355	0.361221	9.03053e+06	1	0
356	0.361311	9.03277e+06	1	0
357	0.363702	9.09254e+06	1	0
358	0.364232	9.10581e+06	1	0
359	0.365358	9.13394e+06	1	0
360	0.36889	9.22224e+06	1	0
361	0.36929	9.23224e+06	1	0
362	0.370852	9.27131e+06	1	0
363	0.371338	9.28345e+06	1	0
364	0.371367	9.28417e+06	1	0
365	0.372264	9.3066e+06	1	0
366	0.373263	9.33158e+06	1	0
367	0.375078	9.37694e+06	1	0
368	0.376261	9.40653e+06	1	0
369	0.376356	9.40891e+06	1	0
370	0.378522	9.46306e+06	1	0
371	0.378615	9.46538e+06	1	0
372	0.379807	9.49518e+06	1	0
373	0.380505	9.51264e+06	1	0
374	0.381014	9.52535e+06	1	0
375	0.38104	9.52599e+06	1	0
376	0.382637	9.56593e+06	1	0
377	0.38287	9.57175e+06	1	0
378	0.383778	9.59445e+06	1	0
379	0.384536	9.6134e+06	1	0
380	0.385453	9.63632e+06	1	0
381	0.385617	9.64044e+06	1	0
382	0.386171	9.65428e+06	1	0
383	0.386778	9.66946e+06	1	0
384	0.387804	9.6951e+06	1	0
385	0.38812	9.703e+06	1	0
386	0.389228	9.73071e+06	1	0
387	0.389551	9.73877e+06	1	0
388	0.390005	9.75013e+06	1	0
389	0.39402	9.85049e+06	1	0
390	0.394226	9.85565e+06	1	0
391	0.3946	9.86501e+06	1	0
392	0.395474	9.88684e+06	1	0
393	0.395543	9.88857e+06	1	0
394	0.397618	9.94044e+06	1	0
395	0.397976	9.94941e+06	1	0
396	0.399717	9.99293e+06	1	0
397	0.399997	9.99992e+06	1	0
398	0.40184	1.0046e+07	1	0
399	0.402409	1.00602e+07	1	0
400	0.403117	1.00779e+07	1	0
401	0.403585	1.00896e+07	1	0
402	0.404255	1.01064e+07	1	0
403	0.406031	1.01508e+07	1	0
404	0.407133	1.01783e+07	1	0
405	0.408878	1.0222e+07	1	0
406	0.408907	1.02227e+07	1	0
407	0.41009	1.02522e+07	1	0
408	0.410662	1.02665e+07	1	0
409	0.410723	1.02681e+07	1	0
410	0.411965	1.02991e+07	1	0
411	0.412201	1.0305e+07	1	0
412	0.414387	1.03597e+07	1	0
413	0.415232	1.03808e+07	1	0
414	0.41654	1.04135e+07	1	0
415	0.417699	1.04425e+07	1	0
416	0.417794	1.04448e+07	1	0
417	0.417856	1.04464e+07	1	0
418	0.418139	1.04535e+07	1	0
419	0.418209	1.04552e+07	1	0
420	0.420512	1.05128e+07	1	0
421	0.421188	1.05297e+07	1	0
422	0.422076	1.05519e+07	1	0
423	0.423052	1.05763e+07	1	0
424	0.423172	1.05793e+07	1	0
425	0.425357	1.06339e+07	1	0
426	0.426123	1.06531e+07	1	0
427	0.426798	1.06699e+07	1	0
428	0.42733	1.06833e+07	1	0
429	0.427661	1.06915e+07	1	0
430	0.430979	1.07745e+07	1	0
431	0.431369	1.07842e+07	1	0
432	0.431899	1.07975e+07	1	0
433	0.432734	1.08183e+07	1	0
434	0.433006	1.08251e+07	1	0
435	0.433281	1.0832e+07	1	0
436	0.433725	1.08431e+07	1	0
437	0.434283	1.08571e+07	1	0
438	0.436289	1.09072e+07	1	0
439	0.439003	1.09751e+07	1	0
440	0.439201	1.098e+07	1	0
441	0.439331	1.09833e+07	1	0
442	0.440293	1.10073e+07	1	0
443	0.441338	1.10334e+07	1	0
444	0.445741	1.11435e+07	1	0
445	0.446574	1.11644e+07	1	0
446	0.446871	1.11718e+07	1	0
447	0.447035	1.11759e+07	1	0
448	0.447749	1.11937e+07	1	0
449	0.448376	1.12094e+07	1	0
450	0.448418	1.12104e+07	1	0
451	0.450656	1.12664e+07	1	0
452	0.45185	1.12962e+07	1	0
453	0.451909	1.12977e+07	1	0
454	0.452719	1.1318e+07	1	0
455	0.454331	1.13583e+07	1	0
456	0.454543	1.13636e+07	1	0
457	0.454656	1.13664e+07	1	0
458	0.455428	1.13857e+07	1	0
459	0.45591	1.13977e+07	1	0
460	0.456294	1.14074e+07	1	0
461	0.456494	1.14123e+07	1	0
462	0.457466	1.14367e+07	1	0
463	0.458481	1.1462e+07	1	0
464	0.460087	1.15022e+07	1	0
465	0.460337	1.15084e+07	1	0
466	0.464177	1.16044e+07	1	0
467	0.465167	1.16292e+07	1	0
468	0.465432	1.16358e+07	1	0
469	0.466649	1.16662e+07	1	0
470	0.467171	1.16793e+07	1	0
471	0.468706	1.17177e+07	1	0
472	0.471963	1.17991e+07	1	0
473	0.475078	1.18769e+07	1	0
474	0.475242	1.1881e+07	1	0
475	0.475932	1.18983e+07	1	0
476	0.477471	1.19368e+07	1	0
477	0.482783	1.20696e+07	1	0
478	0.483207	1.20802e+07	1	0
479	0.486454	1.21613e+07	1	0
480	0.489121	1.2228e+07	1	0
481	0.489341	1.22335e+07	1	0
482	0.491023	1.22756e+07	1	0
483	0.491918	1.2298e+07	1	0
484	0.492225	1.23056e+07	1	0
485	0.492256	1.23064e+07	1	0
486	0.492273	1.23068e+07	1	0
487	0.493174	1.23293e+07	1	0
488	0.493485	1.23371e+07	1	0
489	0.494347	1.23587e+07	1	0
490	0.495062	1.23766e+07	1	0
491	0.496702	1.24175e+07	1	0
492	0.497133	1.24283e+07	1	0
493	0.497349	1.24337e+07	1	0
494	0.497436	1.24359e+07	1	0
495	0.498175	1.24544e+07	1	0
496	0.498824	1.24706e+07	1	0
497	0.501802	1.25451e+07	1	0
498	0.504735	1.26184e+07	1	0
499	0.50489	1.26223e+07	1	0
500	0.506722	1.26681e+07	1	0
501	0.506957	1.26739e+07	1	0
502	0.509005	1.27251e+07	1	0
503	0.509835	1.27459e+07	1	0
504	0.512318	1.2808e+07	1	0
505	0.513446	1.28361e+07	1	0
506	0.513821	1.28455e+07	1	0
507	0.514434	1.28608e+07	1	0
508	0.515374	1.28844e+07	1	0
509	0.51722	1.29305e+07	1	0
510	0.518339	1.29585e+07	1	0
511	0.520084	1.30021e+07	1	0
512	0.520768	1.30192e+07	1	0
513	0.524117	1.31029e+07	1	0
514	0.52527	1.31318e+07	1	0
515	0.525291	1.31323e+07	1	0
516	0.527208	1.31802e+07	1	0
517	0.528516	1.32129e+07	1	0
518	0.528669	1.32167e+07	1	0
519	0.528739	1.32185e+07	1	0
520	0.531341	1.32835e+07	1	0
521	0.532356	1.33089e+07	1	0
522	0.533158	1.3329e+07	1	0
523	0.53318	1.33295e+07	1	0
524	0.535121	1.3378e+07	1	0
525	0.535458	1.33864e+07	1	0
526	0.535967	1.33992e+07	1	0
527	0.536563	1.34141e+07	1	0
528	0.538558	1.3464e+07	1	0
529	0.539842	1.34961e+07	1	0
530	0.540299	1.35075e+07	1	0
531	0.540738	1.35185e+07	1	0
532	0.54077	1.35192e+07	1	0
533	0.541402	1.3535e+07	1	0
534	0.541522	1.3538e+07	1	0
535	0.544799	1.362e+07	1	0
536	0.546945	1.36736e+07	1	0
537	0.547295	1.36824e+07	1	0
538	0.54796	1.3699e+07	1	0
539	0.553025	1.38256e+07	1	0
540	0.553423	1.38356e+07	1	0
541	0.55443	1.38607e+07	1	0
542	0.555177	1.38794e+07	1	0
543	0.560488	1.40122e+07	1	0
544	0.560713	1.40178e+07	1	0
545	0.56101	1.40252e+07	1	0
546	0.561629	1.40407e+07	1	0
547	0.563314	1.40829e+07	1	0
548	0.563707	1.40927e+07	1	0
549	0.564409	1.41102e+07	1	0
550	0.565255	1.41314e+07	1	0
551	0.566961	1.4174e+07	1	0
552	0.567042	1.41761e+07	1	0
553	0.568033	1.42008e+07	1	0
554	0.56907	1.42268e+07	1	0
555	0.569345	1.42336e+07	1	0
556	0.5705	1.42625e+07	1	0
557	0.570515	1.42629e+07	1	0
558	0.57064	1.4266e+07	1	0
559	0.570877	1.42719e+07	1	0
560	0.574041	1.4351e+07	1	0
561	0.575547	1.43887e+07	1	0
562	0.575774	1.43944e+07	1	0
563	0.575895	1.43974e+07	1	0
564	0.575903	1.43976e+07	1	0
565	0.579268	1.44817e+07	1	0
566	0.580194	1.45048e+07	1	0
567	0.580437	1.45109e+07	1	0
568	0.580654	1.45163e+07	1	0
569	0.582391	1.45598e+07	1	0
570	0.584927	1.46232e+07	1	0
571	0.585389	1.46347e+07	1	0
572	0.58622	1.46555e+07	1	0
573	0.587344	1.46836e+07	1	0
574	0.588258	1.47064e+07	1	0
575	0.589464	1.47366e+07	1	0
576	0.590771	1.47693e+07	1	0
577	0.592279	1.4807e+07	1	0
578	0.592609	1.48152e+07	1	0
579	0.592822	1.48206e+07	1	0
580	0.593483	1.48371e+07	1	0
581	0.594136	1.48534e+07	1	0
582	0.597927	1.49482e+07	1	0
583	0.599648	1.49912e+07	1	0
584	0.59989	1.49972e+07	1	0
585	0.600363	1.50091e+07	1	0
586	0.600608	1.50152e+07	1	0
587	0.600684	1.50171e+07	1	0
588	0.602136	1.50534e+07	1	0
589	0.604423	1.51106e+07	1	0
590	0.605247	1.51312e+07	1	0
591	0.605393	1.51348e+07	1	0
592	0.608089	1.52022e+07	1	0
593	0.608897	1.52224e+07	1	0
594	0.608944	1.52236e+07	1	0
595	0.609128	1.52282e+07	1	0
596	0.609219	1.52305e+07	1	0
597	0.609648	1.52412e+07	1	0
598	0.60984	1.5246e+07	1	0
599	0.614222	1.53555e+07	1	0
600	0.614777	1.53694e+07	1	0
601	0.615102	1.53776e+07	1	0
602	0.616095	1.54024e+07	1	0
603	0.616435	1.54109e+07	1	0
604	0.618847	1.54712e+07	1	0
605	0.619028	1.54757e+07	1	0
606	0.620982	1.55245e+07	1	0
607	0.621254	1.55313e+07	1	0
608	0.623475	1.55869e+07	1	0
609	0.627237	1.56809e+07	1	0
610	0.628589	1.57147e+07	1	0
611	0.632809	1.58202e+07	1	0
612	0.632911	1.58228e+07	1	0
613	0.633017	1.58254e+07	1	0
614	0.633842	1.58461e+07	1	0
615	0.634866	1.58716e+07	1	0
616	0.635659	1.58915e+07	1	0
617	0.635875	1.58969e+07	1	0
618	0.636317	1.59079e+07	1	0
619	0.636343	1.59086e+07	1	0
620	0.636431	1.59108e+07	1	0
621	0.638568	1.59642e+07	1	0
622	0.63868	1.5967e+07	1	0
623	0.639513	1.59878e+07	1	0
624	0.640192	1.60048e+07	1	0
625	0.640937	1.60234e+07	1	0
626	0.641405	1.60351e+07	1	0
627	0.64262	1.60655e+07	1	0
628	0.643705	1.60926e+07	1	0
629	0.643993	1.60998e+07	1	0
630	0.647686	1.61922e+07	1	0
631	0.649825	1.62456e+07	1	0
632	0.650151	1.62538e+07	1	0
633	0.6503	1.62575e+07	1	0
634	0.652575	1.63144e+07	1	0
635	0.652803	1.63201e+07	1	0
636	0.652994	1.63249e+07	1	0
637	0.655656	1.63914e+07	1	0
638	0.65725	1.64312e+07	1	0
639	0.661427	1.65357e+07	1	0
640	0.661533	1.65383e+07	1	0
641	0.664759	1.6619e+07	1	0
642	0.666277	1.66569e+07	1	0
643	0.667561	1.6689e+07	1	0
644	0.667727	1.66932e+07	1	0
645	0.668268	1.67067e+07	1	0
646	0.668517	1.67129e+07	1	0
647	0.668873	1.67218e+07	1	0
648	0.671755	1.67939e+07	1	0
649	0.672387	1.68097e+07	1	0
650	0.672975	1.68244e+07	1	0
651	0.673073	1.68268e+07	1	0
652	0.676856	1.69214e+07	1	0
653	0.677803	1.69451e+07	1	0
654	0.680386	1.70097e+07	1	0
655	0.681191	1.70298e+07	1	0
656	0.682888	1.70722e+07	1	0
657	0.683537	1.70884e+07	1	0
658	0.684093	1.71023e+07	1	0
659	0.684538	1.71135e+07	1	0
660	0.684917	1.71229e+07	1	0
661	0.687884	1.71971e+07	1	0
662	0.688203	1.72051e+07	1	0
663	0.689443	1.72361e+07	1	0
664	0.690037	1.72509e+07	1	0
665	0.690916	1.72729e+07	1	0
666	0.692354	1.73089e+07	1	0
667	0.692566	1.73141e+07	1	0
668	0.693475	1.73369e+07	1	0
669	0.695289	1.73822e+07	1	0
670	0.695394	1.73849e+07	1	0
671	0.695753	1.73938e+07	1	0
672	0.69652	1.7413e+07	1	0
673	0.696952	1.74238e+07	1	0
674	0.698455	1.74614e+07	1	0
675	0.698665	1.74666e+07	1	0
676	0.699738	1.74935e+07	1	0
677	0.70228	1.7557e+07	1	0
678	0.702796	1.75699e+07	1	0
679	0.703809	1.75952e+07	1	0
680	0.70551	1.76378e+07	1	0
681	0.705567	1.76392e+07	1	0
682	0.705666	1.76417e+07	1	0
683	0.705839	1.7646e+07	1	0
684	0.707242	1.7681e+07	1	0
685	0.707851	1.76963e+07	1	0
686	0.708101	1.77025e+07	1	0
687	0.708619	1.77155e+07	1	0
688	0.710015	1.77504e+07	1	0
689	0.711333	1.77833e+07	1	0
690	0.713036	1.78259e+07	1	0
691	0.71367	1.78417e+07	1	0
692	0.714899	1.78725e+07	1	0
693	0.716608	1.79152e+07	1	0
694	0.7169	1.79225e+07	1	0
695	0.718737	1.79684e+07	1	0
696	0.719117	1.79779e+07	1	0
697	0.719524	1.79881e+07	1	0
698	0.720097	1.80024e+07	1	0
699	0.7204	1.801e+07	1	0
700	0.72084	1.8021e+07	1	0
701	0.721477	1.80369e+07	1	0
702	0.721529	1.80382e+07	1	0
703	0.722128	1.80532e+07	1	0
704	0.724181	1.81045e+07	1	0
705	0.728867	1.82217e+07	1	0
706	0.729248	1.82312e+07	1	0
707	0.729505	1.82376e+07	1	0
708	0.730904	1.82726e+07	1	0
709	0.731448	1.82862e+07	1	0
710	0.731509	1.82877e+07	1	0
711	0.732607	1.83152e+07	1	0
712	0.732691	1.83173e+07	1	0
713	0.735203	1.83801e+07	1	0
714	0.736168	1.84042e+07	1	0
715	0.736554	1.84139e+07	1	0
716	0.736908	1.84227e+07	1	0
717	0.738307	1.84577e+07	1	0
718	0.739177	1.84794e+07	1	0
719	0.739393	1.84848e+07	1	0
720	0.739499	1.84875e+07	1	0
721	0.741331	1.85333e+07	1	0
722	0.741862	1.85465e+07	1	0
723	0.742789	1.85697e+07	1	0
724	0.743192	1.85798e+07	1	0
